지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),합계 일사(MJ/m2),평균 전운량(1/10)
108,2018-06-09,23.7,18.9,30.1,.5,3.5,1.4,20.24,6.6
108,2018-06-10,21.3,18.3,24.9,.5,2.9,1.4,12.82,9.5
108,2018-06-11,20.2,18,23.9,5,4.3,1.4,11.27,8.5
108,2018-06-12,21.3,16.6,27.1,0,4.7,1.7,23.45,4.5
108,2018-06-13,22,18.3,27,0,5.1,1.5,15.75,7.4
108,2018-06-14,21.6,18.8,25.1,29,3.7,1.1,10.34,9.5
108,2018-06-15,21.7,17.2,27,16.5,2.7,1.4,23.64,6.1
108,2018-06-16,22.5,16.3,28.7,,2.8,1.4,28.06,.8
108,2018-06-17,22.8,18.9,27.5,,3.9,1.3,14.78,7.8
108,2018-06-18,24.8,19.9,30.8,,4,1.5,26.17,3.6
108,2018-06-19,22.4,19.1,27.2,,3.6,1.8,17.65,8.1
108,2018-06-20,22.7,19.1,28.4,,4.2,2.3,24.52,5.4
108,2018-06-21,23.7,19.4,28.7,,4.4,2.2,28.21,3
108,2018-06-22,25,18.2,32,,4.3,1.8,27.4,5.1
108,2018-06-23,24.5,20.9,28.9,,4.4,2,22.19,8
108,2018-06-24,25.2,20.1,32.1,,3.7,1.9,25.7,4
108,2018-06-25,27.1,21.3,32.9,,3.2,1.2,20.44,7.9
108,2018-06-26,22.3,20.2,26.9,71.5,5.7,2.4,1.29,10
108,2018-06-27,22.3,19.1,25.5,1,4.5,2,13.56,8.8
108,2018-06-28,23.3,20.6,27.3,26.5,4.3,1.1,9.31,9.5
108,2018-06-29,24.7,21.9,29.1,6.5,3.2,1.5,18.79,7.3
108,2018-06-30,24.4,21.6,27.9,14.5,5.1,.9,8.76,9.1
108,2018-07-01,21.9,21,22.8,83.5,2.3,.8,2.09,9.9
108,2018-07-02,22.6,20.6,25.3,59.5,2.9,.7,4.73,9.6
108,2018-07-03,27.4,22.5,32.6,.1,2.6,.8,22.88,6
108,2018-07-04,27.3,24,31.8,,3.9,1.7,22.43,7.1
108,2018-07-05,25.3,23.4,29,.5,3,1.2,10.88,8.6
108,2018-07-06,23.9,21.5,27.1,,3.4,1.8,15.83,8.5
108,2018-07-07,23.7,19.5,29.2,,2.3,1.6,27.32,3.6
108,2018-07-08,23.3,17.7,28.1,,2.8,1.5,23.98,7
108,2018-07-09,20.8,20.1,24.2,14,1.8,1.1,4,9.9
108,2018-07-10,23.7,20.4,26.5,16.5,1.6,.7,5.92,9.8
108,2018-07-11,26.8,24.4,29.5,3,3.9,1.3,8.74,9.6
108,2018-07-12,26.6,25.1,28.2,1,3.6,1.5,9.92,7.5
108,2018-07-13,27.3,24.7,30.9,,3.4,1.8,15.6,6.4
108,2018-07-14,27.9,24.6,31.9,0,4.2,1.9,21.51,5
108,2018-07-15,28.3,24.5,33.2,,3.7,1.6,22.91,2.6
108,2018-07-16,28.7,24,34,,3.6,1.7,26.67,.4
108,2018-07-17,28.1,23.9,32.1,,4.1,1.7,25.57,1.3
108,2018-07-18,28.2,23.7,33.2,,4.1,1.6,25.14,.8
108,2018-07-19,28.7,23.2,34.1,,3.2,1.6,27.8,.1
108,2018-07-20,29.5,24.6,34.7,,3.3,1.5,25.73,.4
108,2018-07-21,30.6,24.9,36.9,,3.6,1.5,26.62,.3
108,2018-07-22,31.8,25.3,38,,3.7,1.4,25.51,3.5
108,2018-07-23,31.7,29.2,35.7,,4,1.8,18.94,7.9
108,2018-07-24,31.4,27.2,36.8,,4,1.6,18.42,4.4
108,2018-07-25,30.1,27.7,34.1,,3.8,2.4,14.36,6.3
108,2018-07-26,30.1,27.3,33.7,,3.4,1.5,12.21,5.8
108,2018-07-27,30.9,27.2,35.4,,3.7,1.9,19.29,2.3
108,2018-07-28,29.5,28,35.2,7.5,3.6,1.2,9.59,5.5
108,2018-07-29,31.3,26.4,36.7,,2.9,1.2,22.33,2.4
108,2018-07-30,31.7,26.2,36.9,,2.4,1.2,19.68,3.1
108,2018-07-31,32.6,27.8,38.3,,3.6,1.5,24.5,2.8
108,2018-08-01,33.6,27.8,39.6,,4,1.7,25.69,.8
108,2018-08-02,33.7,30.3,37.9,,3.2,1.6,18.58,4
108,2018-08-03,33.1,30,37.9,,4.2,1.9,21.09,1
108,2018-08-04,31.1,28,34.9,,4.6,2.4,20.45,3.4
108,2018-08-05,30,27.2,33.9,2,4.9,2.6,20.62,6.5
108,2018-08-06,30.5,28.3,35.3,6.5,4.4,1.6,17.86,7.6
108,2018-08-07,30.5,26.8,35.9,,3.7,1.5,15.62,3.6
108,2018-08-08,31,27.6,35.3,,4.6,2.1,20.59,3
108,2018-08-09,28.8,27.1,32.5,2,4.2,1.5,11.11,7.3
108,2018-08-10,30.7,25.7,36.8,,3.6,1.4,21.85,3.5
108,2018-08-11,31,26.4,36,,3.3,1.5,21.37,2.9
108,2018-08-12,30.6,27.2,35.3,5,3.7,1.5,18.23,6.5
108,2018-08-13,30.5,26.7,34.4,1,3.2,1.4,12.29,7.3
108,2018-08-14,31.7,27.7,37.2,,4,1.3,18.37,6.9
108,2018-08-15,31.7,28.3,38,1,5.8,1.2,18.41,6.4
108,2018-08-16,29.9,24.1,35.6,,3,1.7,24.88,3.3
108,2018-08-17,27.2,21.7,33.8,,3.5,1.8,26.23,0
108,2018-08-18,26.7,21.5,32.1,,3.8,1.4,23.27,5
108,2018-08-19,28.2,23,34.4,,3.3,1.2,19.79,7.9
108,2018-08-20,29.1,25.1,33.3,0,5.1,2,15.07,8.4
108,2018-08-21,26.6,23.4,31,5,7.1,2.5,12.86,6.3
108,2018-08-22,30.7,23.4,37.6,,3.2,1.1,22.27,4.5
108,2018-08-23,29.4,25.7,32.2,3,2.8,1.7,9.3,9.5
108,2018-08-24,24.4,23.2,26.3,7.5,4.2,2.5,5.69,9.6
108,2018-08-25,25.2,22.7,29.3,,5.3,2.6,16.21,7
108,2018-08-26,23.2,20.3,29,2,3.8,1.2,13.54,6.4
108,2018-08-27,22.7,20.2,24.9,19.5,2.1,.8,7.84,8.9
108,2018-08-28,23.7,22.5,26.1,96.5,3.7,.9,4.42,9
108,2018-08-29,25.2,22.7,27.4,42,4.5,2.4,2.75,10
108,2018-08-30,25.3,23.9,28.2,9.5,3.7,1.8,8.74,9.4
108,2018-08-31,25.6,22.8,30.3,.1,3.7,1.6,22.17,4.5
108,2018-09-01,25.5,20.8,30.9,,2.3,1.3,21.01,1.5
108,2018-09-02,25.1,20.1,29.6,,2.8,1.5,20.34,5.5
108,2018-09-03,23.3,21.4,25.8,34.5,5.5,1,3.36,9.8
108,2018-09-04,23.2,20,27.8,,5.2,2.2,21.64,5.1
108,2018-09-05,24,19.6,28.5,,5.7,2.5,22.46,1.9
108,2018-09-06,24.1,20.9,28.2,1,5,2,11.03,7.9
108,2018-09-07,22,19.1,25.5,.5,4.3,2.5,19.58,4.9
108,2018-09-08,21.7,15.9,27.7,,3.9,1.7,22.75,.3
108,2018-09-09,22.2,15.6,28.9,,2.8,1.2,21.4,1.4
108,2018-09-10,22.9,18.6,28.4,,2.7,1.6,19.84,2.4
108,2018-09-11,21.6,16.8,26.1,,2.4,1.5,17.85,7.5
108,2018-09-12,22.8,16.8,28.2,,3.2,1.4,20.39,4.1
108,2018-09-13,23.5,20.3,28.3,,2.4,1.2,12.93,7.9
108,2018-09-14,23.5,20.3,26.8,.5,2.6,1.3,9.8,8.3
108,2018-09-15,23.3,21,26,.2,2.4,1,7.44,9.8
108,2018-09-16,22.2,21,23.9,2,3.7,1.7,6.44,10
108,2018-09-17,22.3,18.5,27.7,.1,3.8,1.9,20.42,5.3
108,2018-09-18,22,17.7,26.5,,3.4,1.2,15.85,8.3
108,2018-09-19,22.1,18.9,26.6,.2,2.9,1,10.66,9.5
108,2018-09-20,19,17.8,20.1,5,2.9,1.8,4.08,10
108,2018-09-21,19.4,17.6,21.9,18,2.3,1.3,6.31,9.3
108,2018-09-22,20.8,17.2,25.5,6.5,5.3,1.8,19.06,2.1
108,2018-09-23,19.4,15.6,25.3,0,4.3,1.6,14.77,4.4
108,2018-09-24,17.6,14.2,22.1,,4.4,2.1,20.96,1.1
108,2018-09-25,17.8,10.8,24.3,,2.2,1.1,20.19,2.1
108,2018-09-26,19.4,16.2,24.8,,2.7,1.7,17.06,5
108,2018-09-27,18.9,13.2,25,,2.4,1.3,18.26,.9
108,2018-09-28,17.5,14.3,22.2,,2.1,1.2,8.76,6.1
108,2018-09-29,20.2,14.6,27,,2.4,1,19.37,.4
108,2018-09-30,17.6,14,21.6,,5.5,2.3,16.95,.6
108,2018-10-01,15.4,13,19.7,0,6.1,2.9,15.1,4.5
108,2018-10-02,15.9,10.3,22,,4.1,1.6,18.84,.5
108,2018-10-03,17.3,11.2,24.2,,4,1.3,18.49,0
108,2018-10-04,19.3,13,25.6,,2.4,1.3,15.88,6.5
108,2018-10-05,16.9,15.7,19,36.5,3.2,1.7,2.74,9.8
108,2018-10-06,18,16.3,21.7,55.5,5.3,2.2,6.86,7.5
108,2018-10-07,16.4,12.3,21.1,,3.6,1.7,15.65,2.9
108,2018-10-08,14.8,9.2,20.9,,2.7,1.1,15.28,4.4
108,2018-10-09,15.3,10.7,19.8,0,2.7,1.1,8.89,9
108,2018-10-10,12,7.9,16.7,7,4.7,2.5,10.3,6.8
108,2018-10-11,9.7,6.1,13.9,,5.6,2.1,15.42,1.4
108,2018-10-12,10.9,5.2,17.4,,3.2,1.3,17.67,0
108,2018-10-13,12.5,6.1,19.8,,2.9,1,16.78,0
108,2018-10-14,13.2,6.8,20.3,,3.1,1.5,16.08,3.4
108,2018-10-15,15.2,10.9,21,,3.5,1.4,11.26,4
108,2018-10-16,14.5,9.9,20.3,,3,1.3,13.15,5.6
108,2018-10-17,12.4,8.4,18.6,,3.6,1.3,16.44,0
108,2018-10-18,12.7,7.5,19,,2.7,1.1,13.37,3.1
108,2018-10-19,13.1,7.2,20.4,,3.8,1.4,16.23,0
108,2018-10-20,13.4,6.9,21.4,,3,1.2,15.97,1.1
108,2018-10-21,13.4,7.2,21.1,,2.9,1.1,15.77,2.4
108,2018-10-22,14,8.8,20.6,,2.6,1,12.13,5.3
108,2018-10-23,12.2,9.8,16.9,5,5,1.1,7.68,5.4
108,2018-10-24,12.5,7.6,18.7,,3.4,1.3,13.64,.5
108,2018-10-25,13.8,7,21.2,,1.6,.9,13.56,4
108,2018-10-26,12.2,9.9,14.7,11,5.4,1.6,3,7.5
108,2018-10-27,8.7,6.2,11.6,,5.8,3.2,11.6,1.6
108,2018-10-28,8.3,5.2,13.5,5.5,5.9,1.5,6.66,7.3
108,2018-10-29,7.2,3.4,11.7,0,5.3,2,9.84,5.9
108,2018-10-30,6.1,.7,11.6,0,3.5,1.6,14.55,3.3
108,2018-10-31,7.4,3,12.6,0,4.1,1.6,14.51,.8
108,2018-11-01,8.4,2.5,15.2,,3.6,1.3,13.95,0
108,2018-11-02,10.6,4,19,,2.5,1.1,13.52,0
108,2018-11-03,11.2,5,19.1,,4,1.3,13.59,0
108,2018-11-04,11.6,5.3,19.4,,3.4,1.3,13.41,2.1
108,2018-11-05,11.9,6.6,18.3,,2.3,1.1,11.09,5.3
108,2018-11-06,12.2,8,17.5,,2.6,.9,7.85,6.9
108,2018-11-07,12.8,10.3,15.7,2,2.8,1.1,4.05,9.9
108,2018-11-08,11.8,10.5,14.7,64,5,1.8,1.31,10
108,2018-11-09,12.1,9.5,15.4,1,5.6,3.1,9.75,7.9
108,2018-11-10,11.9,8.8,17.1,0,3.3,1.4,11.14,3.1
108,2018-11-11,8.1,5.4,10.9,0,3.7,1.1,3.72,6.4
108,2018-11-12,8.1,3.1,15.1,,3.3,1.2,12.12,0
108,2018-11-13,8.8,4.1,15.4,,3,1.1,11.7,.4
108,2018-11-14,9.8,4.8,16.6,,3.1,1.1,11.61,.1
108,2018-11-15,9.7,4.7,16.2,,2.4,1,9.55,4.8
108,2018-11-16,8.8,4.2,14.5,,4,1.7,8.28,6.5
108,2018-11-17,4.9,.6,11.4,,3.7,1.4,9.17,4.6
108,2018-11-18,6.1,1.9,10.7,,3.1,1.1,7.49,6.9
108,2018-11-19,6.5,3.3,11.3,,4.4,1.4,7.83,1.9
108,2018-11-20,6.5,0,12.7,.2,4.2,1.8,11.03,2
108,2018-11-21,5.8,3.1,8.2,1,4.5,1.2,2.95,8.4
108,2018-11-22,2.3,-1.3,7.1,,5.6,2.4,10.82,.8
108,2018-11-23,1.9,-3.1,7.6,,3.7,1.4,10.76,3.1
108,2018-11-24,2.6,.3,3.8,10.9,3.3,1.8,3.38,9
108,2018-11-25,4.8,1.3,9.8,,1.9,1,7.9,3.8
108,2018-11-26,6.3,1.6,13.6,,1.9,1,10.05,.6
108,2018-11-27,7.1,3.1,12.5,,3.7,1.5,4.62,6.1
108,2018-11-28,5,2.1,11.1,,3.7,1.6,9.68,3.8
108,2018-11-29,3.5,.6,6.7,0,3.3,1.3,2.81,5.8
108,2018-11-30,2.7,-1.5,8,,3.3,1.4,10.22,1
108,2018-12-01,5.5,.8,12.4,,2.5,1,9.88,3.6
108,2018-12-02,8.2,2.8,11.8,,2.2,1.3,5.59,6.5
108,2018-12-03,11.5,9.3,13.5,9.5,3.2,1.4,.65,9.9
108,2018-12-04,6.7,-.3,11.8,5,5.6,2.7,3.33,7.8
108,2018-12-05,0,-4.3,3.4,,4,1.5,6.33,6.4
108,2018-12-06,2.4,-1,6.8,0,5.7,2.3,7.77,8.1
108,2018-12-07,-7.3,-9.6,-1.1,,5.9,3.8,10.91,1.1
108,2018-12-08,-8.3,-11.4,-4.4,,5.5,2.6,10.75,1.4
108,2018-12-09,-7.2,-11.8,-2.1,,3.4,1.5,10.57,2
108,2018-12-10,-2.5,-8.1,4.6,,2.9,.9,9.46,3
108,2018-12-11,.2,-2.4,2.9,,3.9,1.2,3.59,7.9
108,2018-12-12,-1.9,-5,2.4,,4,2.2,10.42,0
108,2018-12-13,-2.2,-5.9,2.1,1.3,5.8,2,5.83,5
108,2018-12-14,-4.4,-7.8,.6,,3.5,1.7,10.4,0
108,2018-12-15,-2.4,-7.8,3.2,,2.1,1,8.83,3.6
108,2018-12-16,0,-2.6,2.1,.3,1.7,.9,3.19,9.3
108,2018-12-17,1.6,-1.5,5.9,.3,4.3,1.8,8.92,1.3
108,2018-12-18,2.6,-2.8,7.4,,4.1,1.4,7.67,3
108,2018-12-19,4,1.3,9.5,,3.3,1.4,9.29,2.9
108,2018-12-20,3.4,-1.1,10.4,,2.4,.9,8.78,3.1
108,2018-12-21,5.6,.4,9.8,,2.6,1.1,5.82,8.5
108,2018-12-22,6.9,2.9,12.4,,3.6,1.5,8.93,4.3
108,2018-12-23,2.4,-3.4,7.5,,5.7,2.9,9.58,2.6
108,2018-12-24,-2.3,-5.9,3.1,,3.6,1.6,10.5,.3
108,2018-12-25,.6,-4,5.2,,2.7,1.2,5.67,7.4
108,2018-12-26,-1.5,-7.1,3,,4.5,2.8,9.97,4.4
108,2018-12-27,-10.1,-12.5,-6.5,,5.8,3.5,10.44,.5
108,2018-12-28,-10.5,-14.4,-6.6,,4.4,2.5,10.36,.6
108,2018-12-29,-7.6,-10.5,-3,,5.5,2.9,10.57,0
108,2018-12-30,-6.8,-11.3,-.9,,3.1,1.2,10.48,.8
108,2018-12-31,-5.4,-10.5,-.5,,3.4,1.2,9.16,1.6
108,2019-01-01,-5,-8.2,-.6,,4.3,2.1,7.84,3.4
108,2019-01-02,-4.9,-8.8,.2,,3.6,1.7,10.48,0
108,2019-01-03,-3.5,-8.4,3.2,,2.9,1.4,10.28,.1
108,2019-01-04,-1.1,-6.2,4.1,,3,1.2,6.2,5.5
108,2019-01-05,-2.8,-5.5,1.1,,4.3,2.2,10.05,.5
108,2019-01-06,-2.8,-6.3,2.7,,3.2,1.2,9.64,3.1
108,2019-01-07,-1.9,-6.2,3.1,,4.7,1.4,8.71,4
108,2019-01-08,-3.5,-7.2,.5,,6.5,2.6,10.46,0
108,2019-01-09,-4.7,-9.4,1.3,,3.5,1.3,8.47,4.9
108,2019-01-10,-.6,-4.5,3,,3.8,1.3,5.92,8.1
108,2019-01-11,2.4,-.4,7.2,,2.6,1,8.53,6.1
108,2019-01-12,2.8,-.6,8,,3.5,1.3,7.71,3.9
108,2019-01-13,1.2,-3,7.6,,3.2,1.4,9.97,0
108,2019-01-14,1.4,-2.4,5.3,,2.5,.9,6.03,4.5
108,2019-01-15,-1.7,-7.2,2.6,0,6.1,2.7,6.93,3.8
108,2019-01-16,-5.2,-10.1,-1.1,0,4.3,2.3,10.36,4.1
108,2019-01-17,-.3,-3.2,4,0,5,1.7,11.07,1.8
108,2019-01-18,.6,-4.6,6.7,,4.5,1.3,10.4,3
108,2019-01-19,3.6,0,8.5,,3,1.2,6.27,7.8
108,2019-01-20,-1.4,-5.5,4,,5.5,3.2,11.56,1.1
108,2019-01-21,-1.2,-6.7,4.2,0,4.3,1.6,3.07,4.1
108,2019-01-22,1.7,-3.3,7.1,,4.4,1.7,9.85,1.1
108,2019-01-23,2,-.8,7,,5.1,2.3,10.85,.9
108,2019-01-24,.1,-4.6,6.5,,3.5,1.7,11.71,2.1
108,2019-01-25,-1.2,-3.8,2.6,,5.5,2.6,11.56,1.3
108,2019-01-26,-2.5,-6.5,2.4,,4.4,2.4,12.29,0
108,2019-01-27,-.1,-6.6,5.1,,3.7,1.7,10.31,4.3
108,2019-01-28,1.2,-2.4,4.5,0,6.8,3.1,11.76,1.3
108,2019-01-29,-.2,-5.6,7,,3.7,1.5,11.87,2.1
108,2019-01-30,1.8,-2.8,6.6,,3.8,1.5,9.13,6.9
108,2019-01-31,-2,-6.2,2.3,,4.7,2.9,5.97,7
108,2019-02-01,-2.1,-7.4,2.8,.3,4.9,1.7,9.71,3
108,2019-02-02,1.4,-3.2,6.1,0,1.8,1,4.48,7.5
108,2019-02-03,3.3,2,4.9,16,4,1.7,.54,9.3
108,2019-02-04,-.6,-3.3,3,,4.9,2.1,12.74,2.4
108,2019-02-05,2.8,-3.6,10.1,,2.9,1,11.81,3.9
108,2019-02-06,5.1,.1,9.3,,3.1,1.3,6.87,8.1
108,2019-02-07,-2.1,-8.2,6.3,.5,5.5,3.5,13.09,4.3
108,2019-02-08,-6.1,-10.2,-1.3,,4.7,2.3,12.08,6.1
108,2019-02-09,-5.4,-8.6,-1.9,,4.9,2.7,13.27,4.4
108,2019-02-10,-5,-9.1,-1.9,,3.6,1.7,7.83,7.5
108,2019-02-11,-3,-7.5,2,,4.9,2.3,14.53,.4
108,2019-02-12,-.6,-4.1,3.7,0,4.3,1.9,12.34,5.6
108,2019-02-13,-2.1,-5.7,2.5,,5.1,2.4,14.15,1.8
108,2019-02-14,-.5,-5.9,6.3,,3.2,1.4,14.39,5.3
108,2019-02-15,-.8,-2.9,.9,2.2,4,1.9,3.57,9.1
108,2019-02-16,-2.7,-5.1,1.5,.2,4.6,2.6,13.19,2.4
108,2019-02-17,-1.8,-6.8,4.6,,4.2,1.9,16.08,.1
108,2019-02-18,.9,-4.7,5.9,,2.8,1.3,10.19,7.4
108,2019-02-19,1.4,.2,3,4.6,3.9,1.4,3.43,9.4
108,2019-02-20,1.7,-.1,4.5,0,4.1,2.1,6.26,6.5
108,2019-02-21,2.4,-2.6,9,,3.4,1.5,14.6,0
108,2019-02-22,4,-1.6,10.8,,3.7,1.5,15.33,5.4
108,2019-02-23,6.8,.5,14.5,,2.9,1.1,16.04,2.9
108,2019-02-24,6.3,1.2,13.7,,4.9,1.8,16.07,1.6
108,2019-02-25,4.7,1.3,10.2,,4.8,2.3,14.21,4.8
108,2019-02-26,5.2,-1.5,12,,4.9,1.6,16.25,3.6
108,2019-02-27,7.8,4.7,14,,4.3,1.6,12.84,7.5
108,2019-02-28,6.6,2,12.8,,4.7,2,14.07,3.3
108,2019-03-01,6.6,1.2,13,,4.4,2.1,15.38,.3
108,2019-03-02,7.8,1.3,14.7,,3.3,1.1,13.57,5.8
108,2019-03-03,9.4,2.5,16.1,,3.3,1.5,15.37,4.8
108,2019-03-04,9.9,5,16.3,,4.7,1.9,14.87,2.3
108,2019-03-05,8.4,5.6,12.9,,3.9,2,9.21,8.6
108,2019-03-06,8.4,5.7,12.4,,4.3,2,10.39,6.3
108,2019-03-07,7,3.1,12.7,,5.1,2.2,15.76,1.5
108,2019-03-08,6.1,.6,13.4,,4.2,1.9,18.67,.1
108,2019-03-09,7.2,-.4,14.9,,3,1.3,14.44,5.4
108,2019-03-10,10.1,6.7,15.3,,2.9,1.2,8.91,7.1
108,2019-03-11,6.6,3.5,10,0,4.3,1.8,9.72,4.9
108,2019-03-12,3.9,-.3,7.9,0,6,2.7,5.15,4.9
108,2019-03-13,3.5,-.4,8.5,0,7.2,3.3,17.87,1.8
108,2019-03-14,5,-1.7,10,0,3.8,1.9,14.02,5.5
108,2019-03-15,5.5,1.6,11.3,3.5,5.4,1.6,9.93,7.4
108,2019-03-16,4.3,.2,9.2,,5.1,1.8,11.76,5.5
108,2019-03-17,6.3,2.6,12.4,,4.4,2,19.62,2
108,2019-03-18,7.1,1.4,14.4,,4.7,1.4,16.33,6.3
108,2019-03-19,10,3.4,16.7,,3.3,1.4,15.01,1.4
108,2019-03-20,10.3,7.1,14.6,16.5,3.9,1.4,4.38,8.8
108,2019-03-21,7.1,1.9,11.1,3.3,5.5,2.9,7.51,7.9
108,2019-03-22,3.3,-.7,8.3,,5,2.8,21.87,.8
108,2019-03-23,3.3,-.4,8.2,1.7,6.3,2.4,12.62,3
108,2019-03-24,4.3,-.8,9.7,,4.9,2.3,22.16,.1
108,2019-03-25,7.3,2.9,11.5,,5.1,2,7.53,6.6
108,2019-03-26,11.4,7.4,17.6,,4.7,2,20.42,2.6
108,2019-03-27,11.6,8.9,16.2,,6.4,3,10.84,8.5
108,2019-03-28,9.4,5.6,14.6,,4.8,2.6,18.21,6.1
108,2019-03-29,9.2,5.5,15.1,,4.7,2.1,21.22,4.6
108,2019-03-30,5.2,3.5,8.4,1.8,6.3,2.9,6.76,9.4
108,2019-03-31,4.4,2.6,8.4,0,5.5,3.2,8.22,5.1
108,2019-04-01,5.5,.3,11.3,,5.8,2.5,23.42,1.3
108,2019-04-02,6.7,1.3,13,,6.1,2.2,22.96,.3
108,2019-04-03,7.6,1.9,13.6,,5,2.3,22.61,.3
108,2019-04-04,9.2,3,15.7,,5,2.5,22.72,0
108,2019-04-05,11.4,7,17.2,0,5.4,2.9,20.11,3
108,2019-04-06,9.3,5.9,12.2,.8,2.8,1.1,4.48,8.5
108,2019-04-07,12.6,5.6,20.3,,4.8,1.7,21.77,4.4
108,2019-04-08,11.6,7.6,17.2,,5.2,2.5,23.74,3.3
108,2019-04-09,9.2,4.7,13.9,17.4,4.4,2.4,5.64,9.4
108,2019-04-10,7.1,4.7,10.2,5.6,3.1,1.8,6.98,8.3
108,2019-04-11,9.5,4.3,15.7,,4.7,1.9,20.94,4.6
108,2019-04-12,11.4,5.5,18.4,,5.1,2.2,23.73,1.8
108,2019-04-13,11.8,6.2,17.9,,5,1.8,22.96,5.6
108,2019-04-14,9.6,6.9,13.6,1.7,7.3,2.2,8.35,6
108,2019-04-15,11.6,3.9,18.1,,4.7,1.8,24.07,0
108,2019-04-16,14.9,6.8,22.6,,4.1,1.6,23.58,4.8
108,2019-04-17,15.3,9.1,21.8,,4.9,1.9,24.94,3.9
108,2019-04-18,12.6,10.4,16.2,0,5.3,2,5.88,6.3
108,2019-04-19,13.8,9.6,19.7,,3.2,1.6,15.84,4.8
108,2019-04-20,14.3,9.7,19.1,1.2,4.5,1.9,14.63,7.1
108,2019-04-21,14.8,12.2,20.2,.3,4.2,1.9,13.42,7.9
108,2019-04-22,19.3,10.7,28.2,,4.2,1.4,23.42,2.3
108,2019-04-23,20.4,15.3,25.5,0,3.8,1.3,13.14,8.4
108,2019-04-24,19.5,15.8,25.9,4.1,4.5,1.6,18.91,5
108,2019-04-25,13.2,9.4,17.2,11.3,3.6,2,3.48,9.4
108,2019-04-26,8.4,6.2,9.9,4.9,3.5,1.5,3.51,8
108,2019-04-27,11.6,4.1,18.2,,3.6,1.7,23.24,4.8
108,2019-04-28,12.9,9.9,16.6,0,3.7,1.6,12.09,8.1
108,2019-04-29,13,8.3,17.3,,2,.9,9.81,5.8
108,2019-04-30,15.5,9,22.5,,4.2,1.6,21.75,4.4
108,2019-05-01,16.4,11.2,22.2,,4.8,2.3,24.41,1.9
108,2019-05-02,17.1,10.6,25.3,,5.1,2.3,27.27,0
108,2019-05-03,17.9,10.1,26.1,,4.4,1.6,25.59,0
108,2019-05-04,19.5,12,27.4,,4.1,1.7,22.12,4.9
108,2019-05-05,19.2,13.6,26.5,,5.3,2.2,25.14,5.1
108,2019-05-06,14.5,9.8,19.8,0,5.3,3.1,28.25,.3
108,2019-05-07,15,8.4,21.9,,5,2.3,27.02,0
108,2019-05-08,15.6,10.1,21.3,,5.1,2.3,23.39,6.1
108,2019-05-09,16.6,11.7,22.9,,4.5,2.2,25.46,3.1
108,2019-05-10,17.8,10.3,26.8,,4.1,1.9,25.19,3.5
108,2019-05-11,20.3,13.2,28.3,,3.9,1.8,25.19,2
108,2019-05-12,21.6,14.7,28.9,,3.1,1.5,21.82,4.3
108,2019-05-13,18.7,15.5,22.8,0,4.9,1.6,8.51,8.3
108,2019-05-14,19.6,12.9,26.9,,4.1,1.6,25.35,1.6
108,2019-05-15,20.7,14.8,28,,3.9,1.7,21.24,4.5
108,2019-05-16,23.5,16.7,30,,4.1,1.5,25.19,2.5
108,2019-05-17,23.6,17.6,28.3,,3.2,1.2,14.72,7.5
108,2019-05-18,22.8,19.1,25.9,0,4.8,2.1,16.28,8.5
108,2019-05-19,19.4,17.9,21.6,22,2.7,1.2,5.22,10
108,2019-05-20,16.4,13,20.2,8.7,6.1,3.4,24.95,4.5
108,2019-05-21,17.2,11.7,23.8,,5.9,2.9,28.89,0
108,2019-05-22,19.5,12.3,26.5,,5.4,2.4,27.5,1.4
108,2019-05-23,22.1,15,29.2,,3.5,1.7,27.36,0
108,2019-05-24,24.2,16.2,33.4,,4.1,1.7,26.13,1.4
108,2019-05-25,23.4,18.4,28.6,,4.2,1.6,18.83,7.9
108,2019-05-26,24.5,18.6,31.1,,4.5,1.8,25.81,6
108,2019-05-27,17.8,14.3,22.3,7.1,5.3,2.4,2.33,8.6
108,2019-05-28,18.1,11.9,24.6,,4.9,2.6,28.01,2.1
108,2019-05-29,20.3,13.3,26.5,,4.9,2,28.48,.4
108,2019-05-30,19.6,14.6,24.5,0,5.4,2.4,18.28,7.9
108,2019-05-31,19.1,16.1,23.3,,5.4,2.8,27.46,2.3
108,2019-06-01,18.9,14.8,23.7,,4.2,1.9,21.1,5.5
108,2019-06-02,21.1,14.1,27.8,,4.6,1.7,26.48,.6
108,2019-06-03,23.1,16,29.5,,5,1.8,25.57,.6
108,2019-06-04,22.6,17.6,29,,4.4,2.2,26.21,3
108,2019-06-05,23,17.8,29.6,,4.3,1.8,24.14,5.4
108,2019-06-06,21.2,18.6,25.1,7.5,4.1,1.2,5.33,9.1
108,2019-06-07,20,17,24.7,35.3,3.5,1.9,13.41,7.4
108,2019-06-08,21.9,16,27.6,,4,1.4,21.14,5.9
108,2019-06-09,21.6,17.1,26.5,2.5,4,1.8,16.87,8.9
108,2019-06-10,18.4,15.7,21.9,9.5,2.4,1.6,11.01,8
108,2019-06-11,20.5,15.5,26.1,,3,1.4,21.58,3.5
108,2019-06-12,21.5,16.1,26.4,,4.6,1.8,25.26,1.1
108,2019-06-13,23,16.6,28.8,,4,1.7,27.4,3.1
108,2019-06-14,23,19.1,28.4,,4.2,1.8,19.46,6.1
